orderID,sentBy,orderTime,itemVal,closedBy,restName,paidBy,from,item,itemCount,table,closedAt
178,P6,2021-08-09 13:19:56.969000+00:00,5.5,testCafeAdmin,testCafe,cash,admin,Çay,1,s7,2021-08-09 13:55:52.979000+00:00
179,P5,2021-07-08 17:41:21.829999+00:00,30,testCafeAdmin,testCafe,cash,admin,Muzlu Oralet,1,d8,2021-07-08 18:31:44.604000+00:00
180,P5,2021-06-28 12:26:45.872999+00:00,5,testCafeAdmin,testCafe,cash,admin,Çay,1,d2,2021-06-28 14:15:39.052999+00:00
181,P2,2021-07-19 10:36:21.385999+00:00,15,testCafeAdmin,testCafe,card,admin,Filtre Kahve,1,a0,2021-07-19 10:40:14.391000+00:00
182,P6,2021-08-21 15:41:41.049999+00:00,0,testCafeAdmin,testCafe,cash,admin,Çay,1,s8,2021-08-21 20:40:01.255000+00:00
183,P1,2021-07-27 19:00:26.710000+00:00,17.25,testCafeAdmin,testCafe,cash,admin,Americano,1,d14,2021-07-27 20:17:00.430999+00:00
184,P2,2021-07-11 10:17:50.604000+00:00,10,testCafeAdmin,testCafe,cash,admin,SU,2,d12,2021-07-11 10:52:32.520999+00:00
185,P5,2021-08-04 18:53:16.739000+00:00,28,testCafeAdmin,testCafe,card,admin,CheeseCake,1,s7,2021-08-04 19:31:38.118999+00:00
186,P5,2021-08-08 13:45:03.282000+00:00,12,testCafeAdmin,testCafe,card,admin,Türk Kahvesi,1,b6,2021-08-08 13:49:46.444999+00:00
187,P6,2021-08-24 19:06:42.865999+00:00,32.2,testCafeAdmin,testCafe,card,admin,CheeseCake,1,b8,2021-08-24 19:26:26.329999+00:00
188,P7,2021-09-29 15:39:39.649000+00:00,10,testCafeAdmin,testCafe,card,admin,Çay,2,d6,2021-09-29 16:18:51.737000+00:00
189,P7,2021-10-04 16:34:44.318000+00:00,15,testCafeAdmin,testCafe,cash,admin,Çay,3,d5,2021-10-04 17:26:54.093000+00:00
190,P1,2021-08-13 19:11:47.963000+00:00,5,testCafeAdmin,testCafe,cash,admin,SU,1,s10,2021-08-13 20:12:44.980000+00:00
191,P1,2021-07-30 16:32:26.946000+00:00,12,testCafeAdmin,testCafe,cash,admin,Türk Kahvesi,1,d11,2021-07-30 16:57:45.486999+00:00
192,P5,2021-07-12 16:16:25.915999+00:00,30,testCafeAdmin,testCafe,card,admin,Oralet,1,b1,2021-07-12 16:43:40.798000+00:00
193,P7,2021-09-20 17:19:30.934000+00:00,23,testCafeAdmin,testCafe,cash,admin,Limonata,1,d1,2021-09-20 19:11:28.140000+00:00
194,P1,2021-09-21 14:17:32.556999+00:00,30,testCafeAdmin,testCafe,card,admin,Oralet,1,s4,2021-09-21 14:38:05.883000+00:00
195,P6,2021-08-23 15:32:15.305000+00:00,20,testCafeAdmin,testCafe,cash,admin,Limonata,1,s1,2021-08-23 16:12:04.944000+00:00
196,P5,2021-07-17 16:50:13.578000+00:00,20,testCafeAdmin,testCafe,card,admin,Çay,4,d11,2021-07-17 18:20:00.042000+00:00
197,P6,2021-07-26 17:38:46.667999+00:00,30,testCafeAdmin,testCafe,card,admin,Muzlu Oralet,1,d10,2021-07-26 17:59:49.648000+00:00
198,P6,2021-08-31 17:52:14.285000+00:00,10,testCafeAdmin,testCafe,cash,admin,SU,2,d8,2021-08-31 18:20:32.114000+00:00
199,P7,2021-10-10 11:59:48.198999+00:00,16,testCafeAdmin,testCafe,card,admin,Cappucino,1,b1,2021-10-10 12:28:54.514000+00:00
200,P1,2021-08-29 16:08:44.795000+00:00,12.42,testCafeAdmin,testCafe,cash,admin,Türk Kahvesi,1,d2,2021-08-29 16:41:00.769999+00:00
201,P1,2021-08-01 16:59:36.234999+00:00,34.5,testCafeAdmin,testCafe,cash,admin,Islak kek,1,d10,2021-08-01 17:53:57.566999+00:00
202,P1,2021-07-23 17:31:40.466000+00:00,13.2,testCafeAdmin,testCafe,cash,admin,Türk Kahvesi,1,d2,2021-07-23 18:27:46.484999+00:00
203,P6,2021-08-27 19:36:59.479000+00:00,10.35,testCafeAdmin,testCafe,cash,admin,SU,2,s6,2021-08-27 19:55:09.486000+00:00
204,P1,2021-07-22 14:20:07.631000+00:00,15,testCafeAdmin,testCafe,cash,admin,Çay,3,d2,2021-07-22 14:29:28.319000+00:00
205,P7,2021-09-15 18:37:48.440000+00:00,20,testCafeAdmin,testCafe,card,admin,Limonata,1,b1,2021-09-15 19:44:20.241000+00:00
206,P7,2021-09-29 13:46:44.464000+00:00,30,testCafeAdmin,testCafe,card,admin,Muzlu Oralet,1,d6,2021-09-29 14:11:43.660000+00:00
207,P1,2021-07-17 18:40:03.834000+00:00,10.2,testCafeAdmin,testCafe,card,admin,Türk Kahvesi,1,b4,2021-07-17 19:48:44.848999+00:00
208,P5,2021-07-14 14:46:42.979000+00:00,12,testCafeAdmin,testCafe,cash,admin,Türk Kahvesi,1,s1,2021-07-14 15:15:32.457999+00:00
209,P2,2021-08-15 14:49:50.456000+00:00,4.48,testCafeAdmin,testCafe,cash,admin,Çay,1,b2,2021-08-15 16:55:30.026999+00:00
210,P1,2021-08-28 16:38:20.295000+00:00,20,testCafeAdmin,testCafe,cash,admin,Limonata,1,d16,2021-08-28 17:20:23.757999+00:00
211,P7,2021-09-18 19:38:59.119999+00:00,10,testCafeAdmin,testCafe,cash,admin,Çay,2,d6,2021-09-18 19:53:07.140000+00:00
212,P1,2021-08-01 16:32:40.121000+00:00,34.5,testCafeAdmin,testCafe,card,admin,Muzlu Oralet,1,d5,2021-08-01 16:49:45.674000+00:00
213,P6,2021-07-19 14:41:37.311000+00:00,5,testCafeAdmin,testCafe,cash,admin,SU,1,d7,2021-07-19 15:18:41.526999+00:00
214,P2,2021-08-15 19:14:32.423000+00:00,56,testCafeAdmin,testCafe,card,admin,CheeseCake,2,d4,2021-08-15 19:33:43.594000+00:00
215,P6,2021-08-16 13:46:19.062000+00:00,23.8,testCafeAdmin,testCafe,card,admin,CheeseCake,1,d12,2021-08-16 14:16:09.931999+00:00
216,P5,2021-07-04 18:30:01.963000+00:00,24,testCafeAdmin,testCafe,cash,admin,Türk Kahvesi,2,s2,2021-07-04 19:24:45.836999+00:00
217,P6,2021-08-24 17:22:19.690000+00:00,12,testCafeAdmin,testCafe,cash,admin, ESPRESSO,1,d15,2021-08-24 18:42:29.571000+00:00
218,P3,2021-09-13 18:46:25.479000+00:00,5,testCafeAdmin,testCafe,cash,admin,SU,1,b1,2021-09-13 19:34:18.676000+00:00
219,P5,2021-08-14 18:45:15.726000+00:00,12,testCafeAdmin,testCafe,cash,admin,Türk Kahvesi,1,d16,2021-08-14 19:08:11.697999+00:00
220,P7,2021-09-15 16:18:26.407000+00:00,3,testCafeAdmin,testCafe,card,admin,Çay,1,d8,2021-09-15 16:40:02.322000+00:00
221,P2,2021-08-10 18:17:29.765000+00:00,36.63,testCafeAdmin,testCafe,cash,admin,Muzlu Oralet,1,d19,2021-08-10 19:05:04.767999+00:00
222,P6,2021-08-26 11:12:00.822999+00:00,5,testCafeAdmin,testCafe,cash,admin,SU,1,s3,2021-08-26 11:43:12.845000+00:00
223,P3,2021-09-09 19:09:43.286000+00:00,30,testCafeAdmin,testCafe,card,admin,CheeseCake,1,b4,2021-09-09 19:39:51.127000+00:00
224,P1,2021-09-12 12:37:50.398999+00:00,30,testCafeAdmin,testCafe,card,admin,CheeseCake,1,d5,2021-09-12 12:52:31.391000+00:00
225,P1,2021-07-27 13:33:19.854000+00:00,5,testCafeAdmin,testCafe,card,admin,Çay,1,d6,2021-07-27 13:50:30.871000+00:00
226,P1,2021-08-20 15:13:26.184999+00:00,5,testCafeAdmin,testCafe,cash,admin,SU,1,b7,2021-08-20 16:19:24.092999+00:00
227,P5,2021-07-28 15:24:50.875999+00:00,27.6,testCafeAdmin,testCafe,cash,admin,Türk Kahvesi,2,s3,2021-07-28 15:47:13.234999+00:00
228,P1,2021-07-13 15:21:24.470999+00:00,5,testCafeAdmin,testCafe,card,admin,SU,1,d1,2021-07-13 15:45:27.598999+00:00
229,P5,2021-07-04 14:43:30.878999+00:00,5,testCafeAdmin,testCafe,cash,admin,Çay,1,d14,2021-07-04 15:02:09.266999+00:00
230,P7,2021-09-27 14:41:24.698999+00:00,30,testCafeAdmin,testCafe,cash,admin,CheeseCake,1,d8,2021-09-27 15:09:21.708000+00:00
231,P1,2021-08-01 17:25:49.028000+00:00,5,testCafeAdmin,testCafe,cash,admin,SU,1,d2,2021-08-01 18:14:23.859999+00:00
232,P6,2021-08-27 18:38:57.874000+00:00,34.5,testCafeAdmin,testCafe,card,admin,Oralet,1,b1,2021-08-27 19:20:57.476000+00:00
233,P6,2021-07-30 19:44:05.622999+00:00,33,testCafeAdmin,testCafe,cash,admin,Oralet,1,d10,2021-07-30 20:36:49.691999+00:00
234,P5,2021-07-11 20:21:42.826999+00:00,5,testCafeAdmin,testCafe,cash,admin,SU,1,d2,2021-07-11 20:37:32.596999+00:00
235,P7,2021-09-19 13:01:25.578000+00:00,5,testCafeAdmin,testCafe,card,admin,SU,1,d11,2021-09-19 14:50:55.932000+00:00
236,P5,2021-07-28 15:50:11.795000+00:00,31.74,testCafeAdmin,testCafe,cash,admin,Türk Kahvesi,2,b4,2021-07-28 16:25:52.680000+00:00
237,P6,2021-07-19 16:22:12.832000+00:00,8.5,testCafeAdmin,testCafe,card,admin,Çay,2,d5,2021-07-19 17:17:06.441999+00:00
238,P5,2021-07-16 13:46:48.434999+00:00,7,testCafeAdmin,testCafe,card,admin,SODA,1,d3,2021-07-16 14:24:41.388999+00:00
239,P1,2021-07-15 17:20:36.056999+00:00,4.25,testCafeAdmin,testCafe,card,admin,Çay,1,d14,2021-07-15 18:20:44.690999+00:00
240,P1,2021-08-22 18:51:28.595000+00:00,5.75,testCafeAdmin,testCafe,card,admin,Çay,1,d5,2021-08-22 20:08:05.858999+00:00
241,P5,2021-07-03 17:53:05.539000+00:00,18,testCafeAdmin,testCafe,cash,admin,AROMALI Kivi,1,d4,2021-07-03 18:29:48.670000+00:00
242,P1,2021-07-21 15:26:47.247999+00:00,33,testCafeAdmin,testCafe,card,admin,Islak kek,1,s2,2021-07-21 16:01:07.858000+00:00
243,P7,2021-09-14 16:15:24.444000+00:00,18.4,testCafeAdmin,testCafe,cash,admin,Cappucino,1,b8,2021-09-14 16:53:48.190000+00:00
244,P5,2021-07-30 17:06:34.273000+00:00,15,testCafeAdmin,testCafe,cash,admin,Filtre Kahve,1,s5,2021-07-30 17:26:23.486999+00:00
245,P1,2021-07-31 16:06:52.115999+00:00,30,testCafeAdmin,testCafe,card,admin,Muzlu Oralet,1,d19,2021-07-31 16:32:43.957999+00:00
246,P3,2021-09-03 17:24:15.637000+00:00,28.98,testCafeAdmin,testCafe,cash,admin,Türk Kahvesi,2,d11,2021-09-03 17:37:28.328999+00:00
247,P7,2021-10-02 13:56:19.292000+00:00,10,testCafeAdmin,testCafe,card,admin,Çay,2,b2,2021-10-02 14:40:00.232000+00:00
248,P6,2021-08-16 18:22:55.405999+00:00,15.4,testCafeAdmin,testCafe,cash,admin,SODA,2,d8,2021-08-16 18:56:51.331000+00:00
249,P5,2021-08-08 14:50:40.061000+00:00,24,testCafeAdmin,testCafe,card,admin,Türk Kahvesi,2,d4,2021-08-08 15:43:00.585000+00:00
250,P6,2021-07-19 15:01:36.299999+00:00,5.95,testCafeAdmin,testCafe,card,admin,SODA,1,d1,2021-07-19 15:31:36.487999+00:00
251,P3,2021-09-12 16:51:18.315000+00:00,14,testCafeAdmin,testCafe,cash,admin,Türk Kahvesi,1,d16,2021-09-12 18:11:28.891000+00:00
252,P1,2021-08-01 12:32:54.802999+00:00,30.59,testCafeAdmin,testCafe,cash,admin,CheeseCake,1,s5,2021-08-01 12:49:27.378999+00:00
253,P6,2021-08-21 17:55:56.627000+00:00,20,testCafeAdmin,testCafe,card,admin,AROMALI Kivi,1,d1,2021-08-21 19:01:31.480999+00:00
254,P3,2021-09-12 13:20:10.526999+00:00,60,testCafeAdmin,testCafe,cash,admin,CheeseCake,2,d11,2021-09-12 14:14:39.566999+00:00
255,P5,2021-07-11 17:22:50.091000+00:00,5,testCafeAdmin,testCafe,cash,admin,Çay,1,d7,2021-07-11 17:36:06.775000+00:00
256,P1,2021-07-25 16:33:20.000999+00:00,33,testCafeAdmin,testCafe,card,admin,Islak kek,1,b8,2021-07-25 18:11:36.183000+00:00
257,P5,2021-07-06 14:22:36.048000+00:00,22.5,testCafeAdmin,testCafe,cash,admin,CheeseCake,1,b1,2021-07-06 14:52:21.657999+00:00
258,P3,2021-09-03 18:37:56.931999+00:00,28,testCafeAdmin,testCafe,card,admin,Türk Kahvesi,2,b4,2021-09-03 18:53:45.638000+00:00
259,P3,2021-09-02 16:04:54.007999+00:00,5.75,testCafeAdmin,testCafe,card,admin,SU,1,d16,2021-09-02 16:52:14.733999+00:00
260,P5,2021-07-11 14:29:26.111000+00:00,18,testCafeAdmin,testCafe,card,admin,Limonata,1,d4,2021-07-11 15:22:10.927000+00:00
261,P7,2021-09-17 19:38:26.998000+00:00,32.6876,testCafeAdmin,testCafe,card,admin,Cappucino,2,d8,2021-09-17 20:14:26.506000+00:00
262,P6,2021-08-23 18:54:03.019999+00:00,12,testCafeAdmin,testCafe,cash,admin,Türk Kahvesi,1,d17,2021-08-23 19:15:44.145999+00:00
263,P6,2021-08-16 14:10:23.987999+00:00,16,testCafeAdmin,testCafe,cash,admin,Cappucino,1,d3,2021-08-16 14:42:02.355999+00:00
264,P1,2021-08-03 18:53:18.890000+00:00,10,testCafeAdmin,testCafe,cash,admin,SU,2,d7,2021-08-03 19:54:27.759000+00:00
265,P1,2021-07-28 17:15:24.561000+00:00,6.05,testCafeAdmin,testCafe,cash,admin,SU,1,d5,2021-07-28 17:22:29.900000+00:00
266,P6,2021-08-17 17:34:10.318000+00:00,28,testCafeAdmin,testCafe,cash,admin,CheeseCake,1,d1,2021-08-17 18:09:41.421999+00:00
267,P5,2021-08-02 18:51:29.996000+00:00,36,testCafeAdmin,testCafe,cash,admin,Yeşil Çay,2,d5,2021-08-02 20:25:21.857000+00:00
268,P7,2021-09-18 13:13:34.272000+00:00,8.05,testCafeAdmin,testCafe,card,admin,SODA,1,d2,2021-09-18 14:02:16.930000+00:00
269,P1,2021-08-13 16:15:04.401999+00:00,17.82,testCafeAdmin,testCafe,card,admin,Limonata,1,s4,2021-08-13 16:34:24.624000+00:00
270,P7,2021-09-30 17:30:15.956000+00:00,5,testCafeAdmin,testCafe,cash,admin,SU,1,b1,2021-09-30 17:51:38.707000+00:00
271,P6,2021-08-17 17:10:38.987999+00:00,12,testCafeAdmin,testCafe,card,admin,Türk Kahvesi,1,d14,2021-08-17 18:29:45.690000+00:00
272,P7,2021-10-03 15:19:53.785000+00:00,5,testCafeAdmin,testCafe,cash,admin,Çay,1,s1,2021-10-03 15:59:24.282000+00:00
273,P7,2021-09-20 16:29:15.440000+00:00,30,testCafeAdmin,testCafe,card,admin,Oralet,1,d2,2021-09-20 17:47:15.876000+00:00
274,P1,2021-07-31 16:28:11.522000+00:00,34.5,testCafeAdmin,testCafe,card,admin,Islak kek,1,d1,2021-07-31 17:24:50.553999+00:00
275,P3,2021-09-02 08:54:36.226999+00:00,18,testCafeAdmin,testCafe,cash,admin,Limonata,1,s7,2021-09-02 09:28:12.088999+00:00
276,P5,2021-08-18 12:48:11.842000+00:00,5,testCafeAdmin,testCafe,cash,admin,SU,1,s5,2021-08-18 12:47:26.588999+00:00
277,P5,2021-08-13 10:12:07.609999+00:00,5,testCafeAdmin,testCafe,card,admin,SU,1,b4,2021-08-13 11:12:11.608999+00:00
278,P7,2021-09-20 14:23:57.180000+00:00,30,testCafeAdmin,testCafe,card,admin,CheeseCake,1,d1,2021-09-20 14:44:18.472000+00:00
279,P5,2021-07-05 16:58:01.480999+00:00,22.95,testCafeAdmin,testCafe,card,admin,Muzlu Oralet,1,s10,2021-07-05 20:53:52.607000+00:00
280,P5,2021-07-16 17:57:17.334000+00:00,23.8,testCafeAdmin,testCafe,cash,admin,CheeseCake,1,s7,2021-07-16 18:17:50.186000+00:00
281,P1,2021-10-02 15:18:11.741000+00:00,5,testCafeAdmin,testCafe,cash,admin,Çay,1,d7,2021-10-02 15:38:25.327000+00:00
282,P1,2021-08-13 19:03:29.276000+00:00,28.05,testCafeAdmin,testCafe,cash,admin,Islak kek,1,b8,2021-08-13 19:52:46.618999+00:00
283,P5,2021-07-10 17:57:27.605999+00:00,4.25,testCafeAdmin,testCafe,card,admin,Çay,1,d11,2021-07-10 18:21:51.585000+00:00
284,P1,2021-08-08 17:50:20.282000+00:00,24.32192,testCafeAdmin,testCafe,cash,admin,CheeseCake,1,d1,2021-08-08 18:41:07.911999+00:00
285,P6,2021-08-29 14:14:36.075999+00:00,30,testCafeAdmin,testCafe,card,admin,Muzlu Oralet,1,s4,2021-08-29 14:58:45.509999+00:00
286,P7,2021-09-29 16:47:00.988000+00:00,30,testCafeAdmin,testCafe,cash,admin,Muzlu Oralet,1,d15,2021-09-29 17:53:51.109000+00:00
287,P7,2021-10-04 17:39:45.588000+00:00,10,testCafeAdmin,testCafe,card,admin,SU,2,d7,2021-10-04 18:07:09.276000+00:00
288,P1,2021-09-01 15:16:34.323999+00:00,60,testCafeAdmin,testCafe,cash,admin,CheeseCake,2,d4,2021-09-01 15:27:37.375999+00:00
289,P6,2021-07-24 16:58:55.255000+00:00,31.35,testCafeAdmin,testCafe,cash,admin,Islak kek,1,d8,2021-07-24 18:00:36.023000+00:00
290,P6,2021-08-16 17:45:59.237999+00:00,19.8,testCafeAdmin,testCafe,cash,admin,Limonata,1,d10,2021-08-16 18:07:13.536000+00:00
291,P5,2021-07-03 15:07:41.354000+00:00,5,testCafeAdmin,testCafe,card,admin,SU,1,d4,2021-07-03 15:23:16.687999+00:00
292,P1,2021-07-21 18:17:34.226999+00:00,5.5,testCafeAdmin,testCafe,card,admin,SU,1,d11,2021-07-21 18:36:22.243999+00:00
293,P7,2021-10-10 13:21:27.247000+00:00,30,testCafeAdmin,testCafe,card,admin,Islak kek,1,b1,2021-10-10 14:08:05.301000+00:00
294,P1,2021-07-13 15:03:40.536000+00:00,5,testCafeAdmin,testCafe,cash,admin,SU,1,d2,2021-07-13 16:28:01.332000+00:00
295,P2,2021-07-16 12:05:24.108000+00:00,5,testCafeAdmin,testCafe,card,admin,SU,1,s7,2021-07-16 12:24:46.538000+00:00
296,P1,2021-09-10 14:22:12.911999+00:00,14,testCafeAdmin,testCafe,cash,admin,Türk Kahvesi,1,s3,2021-09-10 14:44:12.413000+00:00
297,P1,2021-07-13 17:07:15.025000+00:00,12,testCafeAdmin,testCafe,cash,admin,Türk Kahvesi,1,b4,2021-07-13 17:59:53.299999+00:00
298,P1,2021-09-11 16:17:41.555999+00:00,30,testCafeAdmin,testCafe,card,admin,Filtre Kahve,2,d19,2021-09-11 19:02:32.206000+00:00
299,P7,2021-09-30 17:17:41.158999+00:00,14,testCafeAdmin,testCafe,cash,admin,Türk Kahvesi,1,b6,2021-09-30 17:35:41.055000+00:00
300,P1,2021-08-07 17:51:01.154999+00:00,33.3,testCafeAdmin,testCafe,cash,admin,Muzlu Oralet,1,d5,2021-08-07 18:39:26.276999+00:00
301,P1,2021-08-06 17:56:27.717999+00:00,5,testCafeAdmin,testCafe,cash,admin,SU,1,d11,2021-08-06 18:12:25.140000+00:00
302,P6,2021-08-28 16:49:31.244999+00:00,5,testCafeAdmin,testCafe,cash,admin,SU,1,s7,2021-08-28 17:16:39.029999+00:00
303,P7,2021-10-10 12:44:54.777000+00:00,5,testCafeAdmin,testCafe,cash,admin,Çay,1,b6,2021-10-10 13:06:19.455000+00:00
304,P1,2021-08-05 16:36:05.161999+00:00,66,testCafeAdmin,testCafe,cash,admin,Oralet,2,s7,2021-08-05 17:14:46.951999+00:00
305,P5,2021-08-08 16:06:51.296000+00:00,28,testCafeAdmin,testCafe,cash,admin,CheeseCake,1,d7,2021-08-08 16:55:04.309999+00:00
306,P1,2021-08-12 15:44:06.026000+00:00,30,testCafeAdmin,testCafe,cash,admin,Islak kek,1,d2,2021-08-12 16:05:41.374000+00:00
307,P5,2021-07-12 15:14:08.948999+00:00,11.9,testCafeAdmin,testCafe,cash,admin,SODA,2,d2,2021-07-12 15:44:34.292999+00:00
308,P1,2021-08-27 15:52:23.161000+00:00,12.42,testCafeAdmin,testCafe,cash,admin,Türk Kahvesi,1,s2,2021-08-27 16:05:32.187000+00:00
309,P6,2021-07-24 13:53:46.039999+00:00,17.6,testCafeAdmin,testCafe,cash,admin,Cappucino,1,s7,2021-07-24 14:28:10.766999+00:00
310,P1,2021-09-10 17:35:51.611000+00:00,34.5,testCafeAdmin,testCafe,cash,admin,Islak kek,1,d5,2021-09-10 18:07:45.230000+00:00
311,P6,2021-07-24 16:39:13.405999+00:00,10,testCafeAdmin,testCafe,card,admin,Çay,2,d5,2021-07-24 18:57:51.148000+00:00
312,P3,2021-09-09 19:02:04.150000+00:00,14,testCafeAdmin,testCafe,cash,admin,Türk Kahvesi,1,d11,2021-09-09 20:03:05.729000+00:00
313,P1,2021-07-17 12:50:39.811000+00:00,5,testCafeAdmin,testCafe,cash,admin,SU,1,s2,2021-07-17 12:58:19.407999+00:00
314,P2,2021-08-15 18:48:16.533999+00:00,84,testCafeAdmin,testCafe,card,admin,CheeseCake,3,d4,2021-08-15 19:33:43.594000+00:00
315,P1,2021-07-17 12:24:39.250999+00:00,30,testCafeAdmin,testCafe,cash,admin,Oralet,1,b3,2021-07-17 12:46:55.131000+00:00
316,P7,2021-09-26 17:30:07.118999+00:00,7,testCafeAdmin,testCafe,cash,admin,SODA,1,d2,2021-09-26 19:36:32.037000+00:00
317,P7,2021-10-10 12:29:32.473000+00:00,30,testCafeAdmin,testCafe,card,admin,Muzlu Oralet,1,d1,2021-10-10 12:49:28.761000+00:00
318,P3,2021-09-12 16:25:25.540999+00:00,5,testCafeAdmin,testCafe,cash,admin,Çay,1,d2,2021-09-12 17:34:11.895999+00:00
319,P6,2021-08-09 14:30:23.500000+00:00,0,testCafeAdmin,testCafe,cash,admin,CheeseCake,1,s3,2021-08-09 15:00:42.102999+00:00
320,P7,2021-09-18 13:07:27.109999+00:00,18,testCafeAdmin,testCafe,card,admin,Limonata,1,b2,2021-09-18 13:45:57.040000+00:00
321,P1,2021-07-25 17:04:27.520999+00:00,30,testCafeAdmin,testCafe,cash,admin,Oralet,1,s2,2021-07-25 17:22:56.581000+00:00
322,P1,2021-08-08 19:11:58.256999+00:00,10,testCafeAdmin,testCafe,cash,admin,SU,2,a0,2021-08-08 19:50:33.769999+00:00
323,P1,2021-07-31 16:48:13.496999+00:00,12,testCafeAdmin,testCafe,card,admin,Türk Kahvesi,1,b8,2021-07-31 17:53:55.911000+00:00
324,P3,2021-09-12 14:31:29.354000+00:00,10,testCafeAdmin,testCafe,cash,admin,SU,2,d8,2021-09-12 15:13:34.900000+00:00
325,P1,2021-08-22 19:02:17.013999+00:00,12,testCafeAdmin,testCafe,card,admin,Türk Kahvesi,1,d2,2021-08-22 20:03:27.357000+00:00
326,P5,2021-07-16 18:53:09.382999+00:00,56,testCafeAdmin,testCafe,cash,admin,CheeseCake,2,d19,2021-07-16 19:38:53.545000+00:00
327,P1,2021-08-13 14:19:01.907999+00:00,5,testCafeAdmin,testCafe,cash,admin,Çay,1,d14,2021-08-13 14:25:56.555999+00:00
328,P1,2021-08-18 15:08:35.486000+00:00,30,testCafeAdmin,testCafe,card,admin,Muzlu Oralet,1,s2,2021-08-18 15:30:02.078999+00:00
329,P1,2021-08-03 17:35:12.941999+00:00,5,testCafeAdmin,testCafe,card,admin,Çay,1,d1,2021-08-03 18:22:07.766999+00:00
330,P5,2021-08-13 09:09:32.625000+00:00,20.4,testCafeAdmin,testCafe,card,admin,Türk Kahvesi,2,s4,2021-08-13 10:10:23.216000+00:00
331,P2,2021-08-15 16:18:39.227999+00:00,10,testCafeAdmin,testCafe,cash,admin,SU,2,d19,2021-08-15 17:01:10.313999+00:00
332,P7,2021-09-19 17:05:04.513000+00:00,7,testCafeAdmin,testCafe,cash,admin,SODA,1,b1,2021-09-19 18:03:46.899000+00:00
333,P1,2021-10-01 15:21:12.834000+00:00,10,testCafeAdmin,testCafe,card,admin,Çay,2,d6,2021-10-01 15:54:57.363000+00:00
334,P7,2021-10-07 11:11:35.983999+00:00,28,testCafeAdmin,testCafe,card,admin,Türk Kahvesi,2,d10,2021-10-07 11:41:31.652000+00:00
335,P1,2021-07-22 15:23:12.058000+00:00,5,testCafeAdmin,testCafe,cash,admin,Çay,1,d7,2021-07-22 16:32:12.443000+00:00
336,P1,2021-09-19 13:20:31.834000+00:00,14,testCafeAdmin,testCafe,cash,admin,Türk Kahvesi,1,d1,2021-09-19 14:01:11.346000+00:00
337,P2,2021-07-15 12:05:15.417999+00:00,10.2,testCafeAdmin,testCafe,cash,admin,Türk Kahvesi,1,d10,2021-07-15 12:38:12.765000+00:00
338,P2,2021-08-08 10:19:59.604000+00:00,10,testCafeAdmin,testCafe,cash,admin,Çay,2,s3,2021-08-08 10:43:14.788000+00:00
339,P1,2021-10-03 11:56:54.871999+00:00,30,testCafeAdmin,testCafe,cash,admin,CheeseCake,1,d11,2021-10-03 12:25:20.935000+00:00
340,P5,2021-06-25 16:13:41.138000+00:00,7,testCafeAdmin,testCafe,card,admin,SODA,1,d8,2021-06-25 19:08:37.654000+00:00
341,P2,2021-08-15 14:35:08.589999+00:00,15,testCafeAdmin,testCafe,card,admin,Çay,3,d6,2021-08-15 14:55:22.622999+00:00
342,P3,2021-09-07 17:24:16.726999+00:00,16,testCafeAdmin,testCafe,cash,admin,Cappucino,1,d4,2021-09-07 17:42:22.556999+00:00
343,P6,2021-08-16 16:53:41.723999+00:00,25.088,testCafeAdmin,testCafe,cash,admin,CheeseCake,1,d16,2021-08-16 18:25:06.111999+00:00
344,P6,2021-08-02 17:16:41.930999+00:00,18,testCafeAdmin,testCafe,card,admin,Yeşil Çay,1,s4,2021-08-02 17:31:46.167999+00:00
345,P5,2021-08-16 09:55:03.461999+00:00,5,testCafeAdmin,testCafe,card,admin,SU,1,s1,2021-08-16 10:32:52.628999+00:00
346,P6,2021-08-26 17:53:29.503999+00:00,12,testCafeAdmin,testCafe,card,admin,Türk Kahvesi,1,s7,2021-08-26 18:07:59.173000+00:00
347,P5,2021-07-04 15:47:46.141999+00:00,10,testCafeAdmin,testCafe,cash,admin,SU,2,d4,2021-07-04 16:42:25.092000+00:00
348,P5,2021-07-30 18:56:24.595999+00:00,5.5,testCafeAdmin,testCafe,cash,admin,SU,1,d14,2021-07-30 19:12:41.229000+00:00
349,P6,2021-08-07 18:18:50.053999+00:00,23.76,testCafeAdmin,testCafe,cash,admin,Türk Kahvesi,2,s5,2021-08-07 18:57:07.191999+00:00
350,P1,2021-07-28 19:44:21.220000+00:00,5,testCafeAdmin,testCafe,card,admin,SU,1,d10,2021-07-28 19:58:26.049000+00:00
351,P1,2021-08-31 19:17:27.434999+00:00,92,testCafeAdmin,testCafe,card,admin,Limonata,4,d2,2021-08-31 19:45:50.384000+00:00
352,P1,2021-09-21 14:31:00.802000+00:00,33,testCafeAdmin,testCafe,card,admin,CheeseCake,1,d4,2021-09-21 15:43:00.816000+00:00
353,P2,2021-08-15 15:10:58.914000+00:00,28,testCafeAdmin,testCafe,cash,admin,CheeseCake,1,b6,2021-08-15 15:37:52.035000+00:00
354,P1,2021-07-29 18:29:37.674999+00:00,13.2,testCafeAdmin,testCafe,cash,admin,Türk Kahvesi,1,d2,2021-07-29 19:29:16.654999+00:00
355,P7,2021-09-23 16:33:41.261000+00:00,30,testCafeAdmin,testCafe,card,admin,CheeseCake,1,b1,2021-09-23 17:57:19.848000+00:00
